time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-05T13:29:06.100Z,39.0671667,-123.7503333,8.63,1,md,7,249,0.0594,0.13,nc,nc73478186,2020-11-05T17:10:05.676Z,"14km S of Navarro Head, CA",earthquake,0.65,1.58,0.141,6,reviewed,nc,nc
2020-11-05T13:28:58.430Z,34.0275,-117.256,14.66,0.92,ml,61,55,0.08027,0.16,ci,ci39457655,2020-11-05T19:57:56.974Z,"2km SSE of Loma Linda, CA",earthquake,0.14,0.29,0.161,25,reviewed,ci,ci
2020-11-05T13:27:59.100Z,17.9603,-66.8573,16,2.81,md,15,188,0.0264,0.16,pr,pr2020310003,2020-11-05T13:51:57.634Z,"3 km ESE of Maria Antonia, Puerto Rico",earthquake,0.5,0.5,0.12,4,reviewed,pr,pr
2020-11-05T13:22:14.220Z,38.1777,-117.8263,11.1,1.9,ml,25,69.34,0.054,0.12,nn,nn00781949,2020-11-05T13:58:01.700Z,"34 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-05T13:17:40.397Z,62.9942,-148.8234,10.1,3.1,ml,,,,1.03,ak,ak020e8wfy8a,2020-11-05T17:10:46.375Z,"44 km S of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-11-05T13:16:44.560Z,39.449,-120.3265,10.9,0,ml,4,179.25,0.025,0.1281,nn,nn00781989,2020-11-05T20:40:56.469Z,"14 km NNE of Soda Springs, California",earthquake,,2.6,0.45,2,reviewed,nn,nn
2020-11-05T13:13:23.343Z,39.6772,-119.9222,5.5,1.6,ml,28,76.05,0.076,0.15,nn,nn00781946,2020-11-05T20:28:35.688Z,"4 km E of Cold Springs, Nevada",earthquake,,1.4,0.27,11,reviewed,nn,nn
2020-11-05T13:12:05.620Z,37.6418333,-119.3871667,2.46,1.22,md,18,147,0.2446,0.06,nc,nc73478181,2020-11-05T18:09:06.043Z,"20km ESE of Yosemite Valley, CA",earthquake,0.52,31.61,0.168,15,reviewed,nc,nc
2020-11-05T12:56:32.633Z,54.1803,-159.8007,21.42,5.1,mww,,66,0.663,0.69,us,us7000cas0,2020-11-06T06:46:28.040Z,"136 km SSE of Sand Point, Alaska",earthquake,6.5,5,0.066,22,reviewed,us,us
2020-11-05T12:46:55.380Z,36.0303333,-117.7743333,2.11,0.56,ml,17,67,0.008957,0.07,ci,ci39457599,2020-11-05T19:33:28.072Z,"16km E of Coso Junction, CA",earthquake,0.12,0.07,0.251,11,reviewed,ci,ci
2020-11-05T12:43:16.540Z,36.0288333,-117.774,1.88,0.63,ml,16,67,0.007954,0.1,ci,ci39457591,2020-11-05T16:37:56.557Z,"16km NE of Little Lake, CA",earthquake,0.15,0.16,0.143,7,reviewed,ci,ci
2020-11-05T12:38:53.970Z,40.2903333,-124.5188333,21.45,2.16,md,21,233,0.1348,0.16,nc,nc73478176,2020-11-06T00:42:05.419Z,"20km W of Petrolia, CA",earthquake,0.61,0.41,0.259,24,reviewed,nc,nc
2020-11-05T12:36:28.140Z,38.7960014,-122.7973328,0.5,0.75,md,13,76,0.007878,0.03,nc,nc73478171,2020-11-05T12:38:04.073Z,"4km WNW of The Geysers, CA",earthquake,0.24,0.51,0.14,2,automatic,nc,nc
2020-11-05T12:35:46.360Z,38.8128319,-122.8160019,3.03,0.55,md,10,133,0.01152,0.02,nc,nc73478166,2020-11-05T12:37:24.003Z,"6km NW of The Geysers, CA",earthquake,0.5,1.05,,1,automatic,nc,nc
2020-11-05T12:31:47.200Z,38.8120003,-122.81633,2.85,1.13,md,23,53,0.01051,0.03,nc,nc73478161,2020-11-05T13:18:06.163Z,"6km NW of The Geysers, CA",earthquake,0.22,0.45,0.07,5,automatic,nc,nc
2020-11-05T12:29:08.560Z,32.928,-116.305,4.08,0.54,ml,34,89,0.02656,0.2,ci,ci39457583,2020-11-05T19:28:06.967Z,"24km ENE of Pine Valley, CA",earthquake,0.2,0.34,0.158,12,reviewed,ci,ci
2020-11-05T12:27:54.060Z,32.8613333,-116.1813333,7.21,1.08,ml,52,64,0.09911,0.2,ci,ci39457575,2020-11-05T19:18:20.080Z,"22km NW of Ocotillo, CA",earthquake,0.19,0.63,0.103,16,reviewed,ci,ci
2020-11-05T12:27:12.490Z,37.6368333,-119.3853333,4.61,1.89,md,25,141,0.243,0.13,nc,nc73478156,2020-11-05T17:44:05.885Z,"20km SE of Yosemite Valley, CA",earthquake,0.58,31.61,0.15,23,reviewed,nc,nc
2020-11-05T12:22:15.180Z,38.829834,-122.8154984,2,0.56,md,7,126,0.0077,0.01,nc,nc73478151,2020-11-05T12:23:53.832Z,"8km NW of The Geysers, CA",earthquake,0.48,0.93,,1,automatic,nc,nc
2020-11-05T12:21:09.310Z,47.8476666666667,-122.022,29.86,2.61,ml,52,76,0.08875,0.27,uw,uw61689372,2020-11-09T13:46:49.748Z,"3 km WSW of Monroe, Washington",earthquake,0.4,0.55,0.131530951125776,32,reviewed,uw,uw
2020-11-05T12:19:57.960Z,36.0268333,-117.7783333,1.48,1.51,ml,18,67,0.01072,0.19,ci,ci39457567,2020-11-05T14:23:55.840Z,"15km NE of Little Lake, CA",earthquake,0.3,0.27,0.205,22,reviewed,ci,ci
2020-11-05T12:13:49.380Z,34.1675,-118.4555,8.88,1.26,ml,18,82,0.06117,0.16,ci,ci39457559,2020-11-05T14:25:12.376Z,"2km NNW of Sherman Oaks, CA",earthquake,0.37,0.94,0.166,29,reviewed,ci,ci
2020-11-05T12:08:42.260Z,33.9145,-118.588,11.26,1.14,ml,34,120,0.1411,0.17,ci,ci39457551,2020-11-05T18:55:55.225Z,"14km SSE of Las Flores, CA",earthquake,0.22,0.45,0.092,12,reviewed,ci,ci
2020-11-05T12:00:59.790Z,33.603,-116.6256667,14.79,0.06,ml,16,67,0.02522,0.09,ci,ci39457543,2020-11-05T16:32:08.343Z,"7km NE of Anza, CA",earthquake,0.24,0.36,0.227,11,reviewed,ci,ci
2020-11-05T11:57:25.990Z,36.0306667,-117.776,1.82,1.22,ml,32,33,0.01027,0.11,ci,ci39457535,2020-11-05T18:33:07.636Z,"16km E of Coso Junction, CA",earthquake,0.11,0.12,0.234,20,reviewed,ci,ci
2020-11-05T11:57:12.460Z,36.0348333,-117.7761667,2.18,0.76,ml,20,69,0.01305,0.12,ci,ci37460085,2020-11-05T18:42:02.694Z,"16km E of Coso Junction, CA",earthquake,0.15,0.18,0.176,12,reviewed,ci,ci
2020-11-05T11:56:00.870Z,36.0323333,-117.7755,1.62,1.48,ml,35,41,0.01093,0.13,ci,ci39457527,2020-11-05T18:02:37.860Z,"16km E of Coso Junction, CA",earthquake,0.13,0.14,0.191,16,reviewed,ci,ci
2020-11-05T11:55:38.210Z,36.037,-117.7753333,1.8,0.97,ml,26,63,0.01432,0.15,ci,ci37460069,2020-11-05T18:13:35.174Z,"16km E of Coso Junction, CA",earthquake,0.2,0.23,0.289,9,reviewed,ci,ci
2020-11-05T11:53:44.760Z,36.0291667,-117.7773333,1.61,2.61,ml,43,26,0.01055,0.16,ci,ci39457519,2020-11-05T17:53:38.391Z,"16km E of Coso Junction, CA",earthquake,0.14,0.16,0.19,23,reviewed,ci,ci
2020-11-05T11:45:10.360Z,36.0348333,-117.7775,1.89,1.26,ml,25,69,0.01381,0.11,ci,ci39457495,2020-11-05T17:40:09.685Z,"15km E of Coso Junction, CA",earthquake,0.11,0.1,0.17,13,reviewed,ci,ci
2020-11-05T11:43:24.760Z,36.0333333,-117.7748333,1.9,0.52,ml,15,68,0.01122,0.07,ci,ci39457503,2020-11-05T16:29:35.518Z,"16km E of Coso Junction, CA",earthquake,0.13,0.12,0.155,7,reviewed,ci,ci
2020-11-05T11:41:46.870Z,36.0376667,-117.7741667,2.23,0.38,ml,14,71,0.01438,0.11,ci,ci39457487,2020-11-05T16:26:31.727Z,"16km E of Coso Junction, CA",earthquake,0.19,0.19,0.192,6,reviewed,ci,ci
2020-11-05T11:41:41.960Z,19.4288333333333,-155.258833333333,0.48,2.75,ml,45,109,,0.1,hv,hv72219112,2020-11-06T10:52:55.040Z,"3 km WSW of Volcano, Hawaii",earthquake,0.12,0.13,0.230344500261952,23,reviewed,hv,hv
2020-11-05T11:38:04.470Z,36.0376667,-117.7816667,2.14,0.85,ml,19,72,0.0182,0.17,ci,ci39457479,2020-11-05T16:22:01.676Z,"15km E of Coso Junction, CA",earthquake,0.22,0.22,0.205,10,reviewed,ci,ci
2020-11-05T11:31:06.680Z,37.4912,-115.5805,1.3,1.2,ml,8,148.19,0.171,0.3,nn,nn00781935,2020-11-05T11:54:35.577Z,"22 km SE of Rachel, Nevada",earthquake,,22.6,,,automatic,nn,nn
2020-11-05T11:30:45.700Z,33.4953333,-116.7921667,4.52,0.29,ml,12,108,0.08357,0.04,ci,ci39457471,2020-11-05T14:27:29.930Z,"9km NE of Aguanga, CA",earthquake,0.16,0.34,0.217,5,reviewed,ci,ci
2020-11-05T11:25:05.710Z,18.0285,-66.814,17,2.38,md,14,120,0.0843,0.11,pr,pr2020310002,2020-11-05T11:37:36.546Z,"2 km WNW of Guayanilla, Puerto Rico",earthquake,0.42,0.32,0.22,8,reviewed,pr,pr
2020-11-05T11:23:33.440Z,38.7928352,-122.725502,1.28,1.44,md,18,70,0.02784,0.04,nc,nc73478136,2020-11-05T11:25:08.593Z,"3km ENE of The Geysers, CA",earthquake,0.24,0.54,0.13,9,automatic,nc,nc
2020-11-05T11:23:13.100Z,35.6253333,-117.4621667,9.79,1.08,ml,13,161,0.1279,0.2,ci,ci39457463,2020-11-05T14:28:02.077Z,"17km SSW of Searles Valley, CA",earthquake,0.53,1.26,0.109,15,reviewed,ci,ci
2020-11-05T11:22:00.300Z,38.7926674,-122.7253342,1.5,1.41,md,25,54,0.01296,0.04,nc,nc73478131,2020-11-05T11:23:38.642Z,"3km ENE of The Geysers, CA",earthquake,0.2,0.43,0.12,9,automatic,nc,nc
2020-11-05T11:21:34.700Z,35.6868333,-117.5316667,6.96,1.43,ml,42,60,0.1125,0.14,ci,ci39457455,2020-11-05T17:27:50.860Z,"15km SW of Searles Valley, CA",earthquake,0.12,0.38,0.147,24,reviewed,ci,ci
2020-11-05T11:18:00.992Z,62.3972,-148.2478,37.6,2.1,ml,,,,0.64,ak,ak020e8v97pa,2020-11-05T11:46:36.148Z,"67 km N of Chickaloon, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-05T11:15:59.080Z,40.7728333,-112.0815,6.51,0.5,md,11,123,0.07579,0.11,uu,uu60417152,2020-11-05T14:14:23.780Z,"7 km NNE of Magna, Utah",earthquake,0.34,1.43,0.138,7,reviewed,uu,uu
2020-11-05T11:13:22.897Z,39.0903,-119.6056,8.9,0.5,ml,6,113.82,0.005,0.0889,nn,nn00781983,2020-11-05T19:48:02.744Z,"11 km ENE of Johnson Lane, Nevada",earthquake,,2.1,0.46,3,reviewed,nn,nn
2020-11-05T11:12:53.169Z,39.0918,-119.59,9.8,-0.3,ml,3,257.13,0.008,0.096,nn,nn00781981,2020-11-05T19:44:54.536Z,"12 km ENE of Johnson Lane, Nevada",earthquake,,3.1,0,1,reviewed,nn,nn
2020-11-05T11:10:01.250Z,34.0211667,-116.9963333,12.53,1.36,ml,43,58,0.05419,0.2,ci,ci39457447,2020-11-05T14:29:57.810Z,"4km ESE of Yucaipa, CA",earthquake,0.24,0.69,0.183,28,reviewed,ci,ci
2020-11-05T10:57:57.630Z,33.3891667,-116.3321667,9.77,1.35,ml,56,52,0.03272,0.19,ci,ci39457439,2020-11-05T14:29:10.873Z,"15km NNE of Borrego Springs, CA",earthquake,0.23,0.53,0.159,27,reviewed,ci,ci
2020-11-05T10:45:26.354Z,61.6137,-150.9256,63.1,1.8,ml,,,,0.64,ak,ak020e8utme1,2020-11-05T10:49:38.922Z,"23 km WNW of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-05T10:39:30.382Z,31.8773,49.063,10,4.7,mb,,85,1.596,1.03,us,us7000car8,2020-11-05T12:08:27.040Z,"23 km WSW of Masjed Soleymān, Iran",earthquake,6.4,1.9,0.123,20,reviewed,us,us
2020-11-05T10:34:04.350Z,38.2063,-118.1977,0.1,0.3,ml,8,182.87,0.093,0.09,nn,nn00781932,2020-11-05T11:22:44.456Z,"21 km SSW of Mina, Nevada",earthquake,,9,,,automatic,nn,nn
2020-11-05T10:32:48.860Z,38.1217,-118.0317,5.8,0.8,ml,15,158.14,0.048,0.14,nn,nn00781930,2020-11-05T11:22:37.080Z,"California-Nevada border region",earthquake,,2,,,automatic,nn,nn
2020-11-05T10:25:07.180Z,39.366333,-123.2456665,6.26,2.83,md,22,92,0.07195,0.06,nc,nc73478121,2020-11-05T13:38:53.040Z,"11km ESE of Willits, CA",earthquake,0.28,0.73,0.12,25,automatic,nc,nc
2020-11-05T10:22:44.830Z,17.9306,-66.9671,12,2.61,md,14,227,0.0863,0.15,pr,pr2020310001,2020-11-05T10:53:28.900Z,"7 km SW of Guánica, Puerto Rico",earthquake,0.7,0.46,0.39,4,reviewed,pr,pr
2020-11-05T10:22:06.940Z,38.1478,-117.898,10,1,ml,10,102.38,0.025,0.12,nn,nn00781928,2020-11-05T10:33:36.428Z,"32 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-05T10:12:47.590Z,34.3361667,-119.109,14.62,1.94,ml,85,31,0.07236,0.27,ci,ci39457431,2020-11-05T17:17:31.798Z,"5km WSW of Santa Paula, CA",earthquake,0.18,0.34,0.167,23,reviewed,ci,ci
2020-11-05T09:58:35.090Z,51.8251666666667,-177.205,41.23,0.91,ml,4,174,,0.11,av,av91011548,2020-11-05T21:05:53.140Z,"39 km W of Adak, Alaska",earthquake,6.47,1.06,0.409501375684576,4,reviewed,av,av
2020-11-05T09:54:53.560Z,38.7841682,-122.7360001,1.77,1.02,md,16,82,0.001089,0.02,nc,nc73478116,2020-11-05T10:09:07.840Z,"2km ENE of The Geysers, CA",earthquake,0.26,0.65,0.05,5,automatic,nc,nc
2020-11-05T09:45:39.836Z,63.2258,-151.5204,12.2,2.3,ml,,,,1.02,ak,ak020e8u87tp,2020-11-05T10:49:38.776Z,"36 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-05T09:44:59.490Z,38.17,-118.153,14.5,1.6,ml,26,78.12,0.09,0.14,nn,nn00781925,2020-11-05T10:23:19.906Z,"24 km S of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-11-05T09:32:56.700Z,35.796,-118.1561667,2.26,1.15,ml,19,55,0.1223,0.17,ci,ci39457423,2020-11-05T14:30:02.560Z,"25km E of Kernville, CA",earthquake,0.31,0.73,0.193,15,reviewed,ci,ci
2020-11-05T09:27:40.730Z,33.729,-117.5146667,8.2,1.15,ml,19,75,0.09609,0.17,ci,ci39457415,2020-11-05T14:30:01.177Z,"10km NE of Trabuco Canyon, CA",earthquake,0.28,0.66,0.298,30,reviewed,ci,ci
2020-11-05T09:18:18.260Z,19.4111671447754,-155.291168212891,-0.0500000007450581,2.1500001,md,6,109,,0.140000001,hv,hv72218977,2020-11-05T09:21:30.980Z,"6 km WSW of Volcano, Hawaii",earthquake,0.3,0.349999994,1.99000001,6,automatic,hv,hv
2020-11-05T09:18:17.210Z,19.4013328552246,-155.285339355469,-0.219999998807907,2.1500001,md,16,54,,0.140000001,hv,hv72218972,2020-11-05T09:21:23.980Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.319999993,1.88999999,10,automatic,hv,hv
2020-11-05T09:03:30.538Z,39.0275,-119.6134,11.8,-0.4,ml,4,122.01,0.063,0.0507,nn,nn00781980,2020-11-05T19:35:37.817Z,"8 km NNE of Fish Springs, Nevada",earthquake,,2.5,0,1,reviewed,nn,nn
2020-11-05T09:02:43.670Z,35.8633333,-117.6603333,10.84,0.64,ml,12,99,0.06972,0.14,ci,ci39457399,2020-11-05T14:30:00.880Z,"24km ESE of Little Lake, CA",earthquake,0.47,0.83,0.091,7,reviewed,ci,ci
2020-11-05T08:51:22.270Z,19.2035007476807,-155.420837402344,35.060001373291,2.16000009,md,43,160,,0.109999999,hv,hv72218897,2020-11-05T08:54:40.470Z,"6 km E of Pāhala, Hawaii",earthquake,0.65,0.899999976,1.07000005,3,automatic,hv,hv
2020-11-05T08:47:08.970Z,33.2283333,-116.7343333,11.63,0.28,ml,31,33,0.02185,0.16,ci,ci39457391,2020-11-05T21:32:21.322Z,"3km ESE of Lake Henshaw, CA",earthquake,0.2,0.48,0.085,5,reviewed,ci,ci
2020-11-05T08:34:38.535Z,60.6591,-151.3153,58.2,1.6,ml,,,,0.54,ak,ak020e8tkf97,2020-11-05T09:48:41.027Z,"Kenai Peninsula, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-11-05T08:23:29.020Z,44.7348333,-111.1351667,12.62,0.36,md,13,68,0.04633,0.13,uu,uu60417147,2020-11-05T14:11:17.430Z,"5 km SE of Hebgen Lake Estates, Montana",earthquake,0.49,1.11,0.18,7,reviewed,uu,uu
2020-11-05T08:19:47.566Z,-40.5231,-73.3597,49.84,4.3,mb,,170,0.644,0.85,us,us7000caqj,2020-11-09T14:55:34.040Z,"19 km WNW of Osorno, Chile",earthquake,4.4,4.9,0.238,5,reviewed,us,us
2020-11-05T08:12:11.310Z,33.4531667,-116.435,13.87,0.59,ml,32,75,0.1386,0.13,ci,ci39457383,2020-11-05T21:19:32.680Z,"23km NNW of Borrego Springs, CA",earthquake,0.21,0.53,0.111,10,reviewed,ci,ci
2020-11-05T07:59:19.420Z,36.0876667,-117.8695,3.32,1.07,ml,15,155,0.03212,0.1,ci,ci39457375,2020-11-05T14:30:15.881Z,"8km NE of Coso Junction, CA",earthquake,0.26,0.39,0.229,15,reviewed,ci,ci
2020-11-05T07:54:10.220Z,33.1731667,-115.6398333,5.92,1.29,ml,27,55,0.01756,0.2,ci,ci39457367,2020-11-05T19:54:07.640Z,"13km WNW of Calipatria, CA",earthquake,0.27,0.38,0.183,9,reviewed,ci,ci
2020-11-05T07:44:15.172Z,54.6442,-159.6899,21.98,3.9,mb,,218,0.196,0.69,us,us7000caqg,2020-11-05T08:18:25.040Z,"92 km SSE of Sand Point, Alaska",earthquake,9.1,11.6,0.297,3,reviewed,us,us
2020-11-05T07:40:53.976Z,-25.447,-70.4048,41.14,4.4,mb,,135,0.719,0.84,us,us7000caqf,2020-11-05T08:31:24.040Z,"9 km ESE of Taltal, Chile",earthquake,5.2,8.4,0.107,25,reviewed,us,us
2020-11-05T07:40:22.059Z,39.2259,-120.0866,7.4,-0.3,ml,5,125.72,0.036,0.0455,nn,nn00781979,2020-11-05T19:26:21.209Z,"0 km WSW of Carnelian Bay, California",earthquake,,2.2,0.22,3,reviewed,nn,nn
2020-11-05T07:38:47.512Z,44.578,-115.1885,10,2.7,ml,,51,0.77,0.81,us,us7000caqy,2020-11-10T14:01:16.040Z,"44 km NNW of Stanley, Idaho",earthquake,1.3,2,0.053,46,reviewed,us,us
2020-11-05T07:35:22.880Z,35.8345,-117.6846667,8.73,0.71,ml,18,69,0.07014,0.09,ci,ci39457351,2020-11-05T19:30:12.054Z,"23km ESE of Little Lake, CA",earthquake,0.15,0.41,0.067,5,reviewed,ci,ci
2020-11-05T07:34:40.220Z,37.6635,-118.8608333,2.16,0.27,md,8,167,0.03436,0.02,nc,nc73478111,2020-11-05T08:18:59.964Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.53,1.89,0.053,8,reviewed,nc,nc
2020-11-05T07:33:27.900Z,19.2018337249756,-155.45100402832,34.5900001525879,1.96000004,md,44,162,,0.119999997,hv,hv72218817,2020-11-05T07:36:35.740Z,"2 km E of Pāhala, Hawaii",earthquake,0.61,0.99000001,0.889999986,11,automatic,hv,hv
2020-11-05T07:32:04.390Z,35.74,-117.5611667,7.67,1.08,ml,17,152,0.08115,0.17,ci,ci39457343,2020-11-05T14:30:42.194Z,"14km WSW of Searles Valley, CA",earthquake,0.39,1.09,0.123,13,reviewed,ci,ci
2020-11-05T07:31:07.840Z,32.9873333,-116.294,6.39,0.82,ml,34,128,0.03358,0.17,ci,ci39457335,2020-11-05T19:13:32.845Z,"23km SW of Ocotillo Wells, CA",earthquake,0.22,0.44,0.196,11,reviewed,ci,ci
2020-11-05T07:30:48.430Z,36.5171667,-81.089,0.1,1.18,md,5,286,0.01524,0.06,se,se60313857,2020-11-05T17:56:24.900Z,"3 km ENE of Sparta, North Carolina",earthquake,0.81,8.39,0.135,5,reviewed,se,se
2020-11-05T07:29:43.286Z,-3.5725,131.3388,10,4.3,mb,,106,1.116,0.85,us,us7000caqe,2020-11-09T14:47:48.040Z,"270 km E of Amahai, Indonesia",earthquake,8.7,1.9,0.107,25,reviewed,us,us
2020-11-05T07:26:59.966Z,64.438,-149.8687,0,1.2,ml,,,,0.9,ak,ak020e8sxenw,2020-11-05T07:31:14.864Z,"34 km WNW of Anderson, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-05T07:16:57.159Z,35.49833333,-96.825,7.41,0.79,ml,22,107,0.1574690992,0.13,ok,ok2020vtcw,2020-11-06T17:11:24.725Z,"7 km E of Meeker, Oklahoma",earthquake,,0.5,0.16,8,reviewed,ok,ok
2020-11-05T07:11:48.620Z,38.1663,-117.9222,11.1,0.9,ml,12,95.21,0.021,0.18,nn,nn00781918,2020-11-05T07:33:03.305Z,"29 km SSE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-11-05T07:11:16.620Z,38.164,-117.9738,5,0.8,ml,10,98.4,0.028,0.01,nn,nn00781917,2020-11-05T07:32:55.287Z,"27 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-05T07:07:47.660Z,33.6976667,-116.8073333,16.83,1.58,ml,55,27,0.07546,0.2,ci,ci39457327,2020-11-05T14:32:08.300Z,"9km WSW of Idyllwild, CA",earthquake,0.22,0.44,0.202,27,reviewed,ci,ci
2020-11-05T07:06:08.050Z,37.3595,-115.4252,9.8,1,ml,14,166.98,0.367,0.34,nn,nn00781916,2020-11-05T07:12:58.386Z,"23 km W of Alamo, Nevada",earthquake,,22.6,,,automatic,nn,nn
2020-11-05T06:46:20.199Z,36.19633333,-98.80466667,6.9,1.6,ml,54,136,0.2213565623,0.19,ok,ok2020vtbw,2020-11-05T13:34:55.358Z,"10 km ESE of Chester, Oklahoma",earthquake,,0.6,0.19,23,reviewed,ok,ok
2020-11-05T06:45:54.030Z,35.6746667,-117.5206667,9.17,1.27,ml,33,71,0.1,0.12,ci,ci39457311,2020-11-05T19:08:08.390Z,"15km SW of Searles Valley, CA",earthquake,0.15,0.39,0.112,18,reviewed,ci,ci
2020-11-05T06:40:35.150Z,38.7898331,-122.7369995,2.17,0.64,md,7,101,0.00659,0.01,nc,nc73478106,2020-11-05T06:42:13.553Z,"2km NE of The Geysers, CA",earthquake,0.38,1.44,0.07,2,automatic,nc,nc
2020-11-05T06:38:29.940Z,38.1665,-117.9015,11.9,0.3,ml,10,121.16,0.02,0.05,nn,nn00781910,2020-11-05T06:42:54.961Z,"30 km SE of Mina, Nevada",earthquake,,7.1,,,automatic,nn,nn
2020-11-05T06:34:15.590Z,33.191,-115.5951667,2.6,1.3,ml,11,99,0.02184,0.2,ci,ci39457303,2020-11-05T14:56:31.074Z,"9km SW of Niland, CA",earthquake,0.47,0.56,0.005,3,reviewed,ci,ci
2020-11-05T06:33:34.273Z,39.1881,-119.5158,0,0.5,ml,3,237.95,0.119,0.0719,nn,nn00781977,2020-11-05T19:14:00.101Z,"Nevada",earthquake,,0,0.56,2,reviewed,nn,nn
2020-11-05T06:32:09.130Z,35.8328333,-117.656,8.89,0.75,ml,14,67,0.0505,0.17,ci,ci39457295,2020-11-05T14:31:31.305Z,"24km N of Ridgecrest, CA",earthquake,0.4,0.85,0.081,9,reviewed,ci,ci
2020-11-05T06:19:55.130Z,34.3696667,-117.6756667,9.93,0.67,ml,21,106,0.01251,0.13,ci,ci39457287,2020-11-05T18:55:58.240Z,"4km WNW of Wrightwood, CA",earthquake,0.27,0.33,0.127,9,reviewed,ci,ci
2020-11-05T06:15:45.860Z,38.1295,-117.9562,8.6,1.1,ml,13,76.14,0.007,0.08,nn,nn00781908,2020-11-05T06:40:55.955Z,"31 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-05T06:14:15.800Z,33.7043333,-116.7518333,16.58,0.33,ml,16,76,0.03213,0.13,ci,ci37460077,2020-11-05T18:46:39.377Z,"5km SW of Idyllwild, CA",earthquake,0.38,0.63,0.109,5,reviewed,ci,ci
2020-11-05T06:14:08.860Z,33.705,-116.7566667,15.99,0.83,ml,49,47,0.03596,0.14,ci,ci39457279,2020-11-05T18:30:27.113Z,"5km SW of Idyllwild, CA",earthquake,0.15,0.26,0.164,25,reviewed,ci,ci
2020-11-05T06:12:14.050Z,33.6381667,-116.6908333,14.61,0.53,ml,16,61,0.03379,0.08,ci,ci37460061,2020-11-05T17:37:05.229Z,"9km N of Anza, CA",earthquake,0.25,0.34,0.266,4,reviewed,ci,ci
2020-11-05T06:11:37.170Z,33.6383333,-116.6941667,14.55,0.7,ml,40,56,0.0349,0.13,ci,ci39457271,2020-11-05T16:58:44.991Z,"10km NNW of Anza, CA",earthquake,0.14,0.25,0.135,19,reviewed,ci,ci
2020-11-05T06:11:14.700Z,33.6363333,-116.688,12.96,0.59,ml,17,65,0.03457,0.18,ci,ci37460045,2020-11-05T17:26:38.859Z,"9km N of Anza, CA",earthquake,0.42,0.67,0.178,8,reviewed,ci,ci
2020-11-05T06:11:04.520Z,33.6383333,-116.6921667,13.93,0.41,ml,11,138,0.03412,0.08,ci,ci37460053,2020-11-05T22:03:27.227Z,"9km N of Anza, CA",earthquake,0.35,0.56,0.197,4,reviewed,ci,ci
2020-11-05T06:10:44.800Z,33.633,-116.6996667,14.58,1.35,ml,56,24,0.06655,0.19,ci,ci39457263,2020-11-05T14:33:13.050Z,"9km NNW of Anza, CA",earthquake,0.2,0.27,0.207,26,reviewed,ci,ci
2020-11-05T05:58:32.972Z,60.7244,-139.3054,0,2,ml,,,,0.86,ak,ak020e8rx96p,2020-11-05T06:01:24.704Z,"97 km W of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2020-11-05T05:53:05.480Z,33.7071667,-116.8336667,14.33,0.63,ml,24,55,0.07778,0.19,ci,ci39457255,2020-11-05T14:32:34.673Z,"7km SE of Valle Vista, CA",earthquake,0.48,0.61,0.168,19,reviewed,ci,ci
2020-11-05T05:52:40.375Z,-5.0833,153.7269,45.6,4.4,mb,,124,1.792,0.36,us,us7000caq3,2020-11-05T06:39:56.040Z,"181 km ESE of Kokopo, Papua New Guinea",earthquake,11.2,9.6,0.107,25,reviewed,us,us
2020-11-05T05:47:27.037Z,62.9136,-151.3199,113.1,1.6,ml,,,,0.27,ak,ak020e8ruvy7,2020-11-05T05:59:44.354Z,"54 km NNW of Petersville, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-11-05T05:47:02.850Z,33.495,-116.486,12.39,0.9,ml,48,62,0.07279,0.15,ci,ci39457247,2020-11-05T16:28:18.770Z,"19km ESE of Anza, CA",earthquake,0.17,0.34,0.103,24,reviewed,ci,ci
2020-11-05T05:38:39.000Z,35.6473333,-117.4201667,10.95,0.56,ml,19,132,0.0697,0.16,ci,ci39457231,2020-11-05T15:56:49.762Z,"13km S of Searles Valley, CA",earthquake,0.35,0.56,0.089,4,reviewed,ci,ci
2020-11-05T05:29:41.906Z,62.5647,-148.9591,0,1.8,ml,,,,0.65,ak,ak020e8rr23s,2020-11-05T05:50:42.703Z,"60 km ENE of Chase, Alaska",earthquake,,0.3,,,automatic,ak,ak
